text,joy,trust,fear,surprise,sadness,disgust,anger,anticipation,love,worried,disappointed,proud,embarrassed,jealous,calm,excited
Thực sự những câu nói của thầy như những cái tát giúp em tỉnh ra.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mở doanh nghiệp làm chủ 3 tháng thôi là hói mẹ đầu.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Tư duy chậm thế này làm ông chủ sao nổi.,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Nếu theo cách thầy nêu chắc chắn cửa hàng đó sẽ ngỏm.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Thầy hỏi hay quá để cho học viên nói ra suy nghĩ và bài học chiêm nghiệm cho bản thân.,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Cảm ơn những kiến thức chia sẻ của thầy thật sự giá trị và ý nghĩa với em lúc này.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Đang tính khởi nghiệp xe cá viên chiên mà nghe thầy hỏi áp lực quá.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bài học quá hay! Cảm ơn thầy đã chia sẻ!,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Thầy hỏi quá khó quay như chong chóng...,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Thực sự những câu hỏi của thầy như những cái tát giúp e tỉnh ra và học được nhiều điều.,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Tưởng gì té ra cuối cùng cũng chỉ là dụ đi học.,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Đi làm thuê thì chảnh choẹ ko chịu làm lính. Mở doanh nghiệp làm chủ 3 tháng thôi là hói mẹ đầu.,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Thanh niên này cần tiếp tục làm thuê một thời gian nữa để nâng cao kiến thức quản trị.,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Năm nay tôi 53 tuổi nhưng vẫn xem kênh để học hỏi và hướng dẫn con cháu.,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Nhờ anh như một người anh tinh thần giúp tôi có thêm động lực và kiến thức.,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Video này đến đúng lúc tôi có ý định khởi nghiệp.,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Tôi nhận ra mình thuộc nhóm số 2 sau khi xem video.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cảm ơn vì đã mang lại giá trị và kiến thức hữu ích.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tôi đã khởi nghiệp từ xưởng nhỏ và đang cố gắng mở rộng hơn.,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tôi là giáo viên và thích học hỏi để tư vấn cho học sinh.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Video giúp tôi mở mang hiểu biết về tố chất khởi nghiệp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tôi sẽ cố gắng học hỏi để cải thiện bản thân trong kinh doanh.,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Tôi từng gặp khó khăn nhưng vẫn giữ ngọn lửa khởi nghiệp.,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Những chia sẻ của anh giúp tôi có góc nhìn đa chiều hơn.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tôi theo dõi kênh để học thêm về quản trị doanh nghiệp.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bạn là lý do tôi còn tin vào những nội dung giá trị.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cảm ơn vì video hữu ích và truyền cảm hứng.,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Em thuộc tuýp 1 rất đam mê chuyên môn nhưng bỏ bê thị trường nên đến lúc đuối tiền rất mệt mỏi.,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Dạo gần đây nội dung quay lại chất lượng hơn và tôi cảm thấy rất đáng cảm kích.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Đối với tôi anh là một người thầy thông thái và chia sẻ luôn hấp dẫn.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Em mới lớp 10 đang học cách đầu tư và chưa biết bắt đầu từ đâu.,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Thời gian đầu kinh doanh rất chật vật nhưng video giúp tôi có thêm ý chí.,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Tôi đang muốn tìm cơ hội công việc để thay đổi bản thân.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video rất ý nghĩa và hữu ích.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kinh doanh thời trang gần 3 năm vẫn còn bấp bênh và cần học quản lý tài chính.,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Những video sau này có chiều sâu hơn và rất chất lượng.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tôi rất thích các video chia sẻ về cuộc sống và sự nghiệp như thế này.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Làm kinh doanh 10 năm và nhận thấy nhóm 1 và 2 là phổ biến nhất.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tôi đồng cảm với việc làm việc nhiều giờ và mong có thời gian cho gia đình.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Video mang lại giá trị thực tế và đúng trọng tâm.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tôi kinh doanh được một năm và nhận ra mình thiếu nhiều kỹ năng.,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Những chia sẻ giúp tôi hiểu rõ hơn về hành trình khởi nghiệp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hữu ích và chất nên rất thích cảm ơn nhiều.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Em là fan của anh từ năm 2018 đến nay xem vì nội dung và cũng vì anh đẹp trai.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Hay quá mong anh ra tiếp về chủ đề này.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Em cảm ơn anh em hóng tập 2.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Muốn học trực tiếp với anh.,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Mình kinh doanh 2 năm nay và vừa thành lập công ty video rất hữu ích.,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Luôn ủng hộ anh Trí.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Bài phân tích chuẩn và bổ ích mong chờ tập 2.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Em sợ mình không đủ giỏi để mở nhà hàng của riêng mình.,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Nhóm 2 em đang ấp ủ ý tưởng kinh doanh cho người già.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Quảng cáo chứ dạy gì.,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Em vừa thi xong và muốn khởi nghiệp.,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Dễ vậy ai cũng làm chủ hết rồi.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tiệm nước ép khởi nghiệp của em đa phần là lỗ nhưng vẫn học hỏi.,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
Anh ơi tiếng intro lớn quá.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Năm 2019 em mở cửa hàng riêng và thất bại.,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Em 32 tuổi và cảm thấy đau khi không có tiền mong lời khuyên.,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Em vừa thi xong và đang mông lung chưa biết bắt đầu từ đâu.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lan man quá quảng cáo xem như clip rác.,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Dù không đồng ý thay đổi nhưng vẫn tiếp tục ủng hộ.,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Ở môi trường nào cũng có khó khăn chỉ mong em bản lĩnh và phát triển bản thân.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Nuôi dưỡng sự ổn định bên trong và liên tục thay đổi bản thân.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ai cũng muốn thay đổi thế giới nhưng ít ai thay đổi chính mình cảm ơn chia sẻ.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gặp anh Trí từ sớm thì tốt hơn.,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Môi trường nào cũng có chính trị phải hiểu luật chơi.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Thật bình yên khi có anh đồng hành.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Tôi nhận ra mình đang đổ lỗi và chưa làm gì.,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
28 tuổi lận đận tìm việc và trầm cảm kéo dài.,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
Em năm nhất nhưng rất yêu và tôn trọng anh.,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Tôi thăng tiến từng bước và tự hào về hành trình của mình.,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Em thường phán xét người khác mà ít nhìn lại bản thân.,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Tôi thấy lạc lõng khi làm việc ở nước ngoài và lo về tương lai.,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Video giúp tôi nhìn lại bản thân trong công việc và tình cảm.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tôi nhận ra cách cư xử sai khi làm việc nhóm.,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Video giúp tôi bình an và thay đổi bản thân.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Đã từng mơ màng giữa dòng đời và nhận ra phải thay đổi.,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Em sinh năm 98 mới ra trường và thấy clip đúng lúc rất hữu duyên.,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Em chưa đủ bản lĩnh đối diện khuyết điểm và cần yêu thương bản thân.,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
Ngành marketing cạnh tranh cao nên cần liên tục cập nhật.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Từng thất nghiệp bốn năm và chuyển hướng sang nghề thủ công.,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Nhờ thời gian khó khăn tôi nhìn nhận giá trị bản thân.,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Tôi nhận ra mình đổ lỗi cho hoàn cảnh và cần thay đổi.,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
Tôi đang nghiêm túc chịu trách nhiệm cho cuộc đời mình.,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Mới nghỉ việc và xem video giúp tôi có động lực.,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Khi tầm nhìn vượt quá khả năng dễ sinh bất mãn.,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Tôi chọn viết lách dù khó khăn nhưng vẫn đam mê.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Tôi từng mơ hồ định hướng và không biết mình muốn gì.,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Video như cú tát giúp tôi nhận ra chưa đủ bản lĩnh.,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
Tôi đang hoang mang về cuộc sống và công việc hiện tại.,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Sau khi xem video tôi quyết định thay đổi bản thân.,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Bạn này giống mình ngày trước quá.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ôi sao mà đồng cảm với bạn gái quá vì từng làm nhiều nghề không phù hợp.,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Thi đâu đậu đó nhưng đi làm lại vỡ mộng và thất bại trong quan hệ.,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Quan trọng là hiểu năng lực bản thân để chọn ngành phù hợp.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chúng ta cần nhiều hơn một cái bằng cấp.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Em luôn đổ lỗi cho môi trường vì gia đình không khá giả.,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Em vẫn có tư duy bị động và chưa hành động cụ thể.,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Em không biết mình thích gì và mông lung về tương lai.,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Em đang lo lắng thi rớt và cảm thấy vô dụng.,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
Em cảm thấy bế tắc trong công việc và muốn buông xuôi.,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Em đã từng mơ hồ định hướng nhưng sau đó tìm được mục tiêu.,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Em đang mơ hồ về định hướng nghề nghiệp.,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Em nhận ra mình thiếu tự tin vào năng lực bản thân.,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
Sau nhiều lần đổi việc em nhận ra cần thay đổi bản thân.,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Hiểu rằng không có công việc lý tưởng chỉ có thích nghi.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Buồn thật hiện trạng xấu như vậy vẫn diễn ra sau bao nhiêu năm.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Đang gặp vấn đề này và phải xem lại để suy nghĩ cải thiện.,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Em đang mông lung về thứ mình yêu thích và tìm đam mê.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Chia sẻ đúng nhưng làm em càng hoang mang hơn.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Em có tư duy bị động và mơ hồ về sự nghiệp.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Nghe chia sẻ như sáng ra và rất cảm ơn.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Em đổ lỗi nhiều thứ và đang học cách hiểu bản thân.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Đi làm chỉ vì tiền và vẫn chưa tìm thấy đam mê.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
May mắn khi dừng lại nhìn lại bản thân.,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Gáo nước lạnh giúp tỉnh táo.,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Giúp khai thông bế tắc suy nghĩ.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Thích nghi mới là điều quan trọng nhất.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Khả năng chịu áp lực chưa tốt và còn tiêu cực.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Mơ hồ về tương lai và chưa biết hướng đi.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Nhận ra nội lực yếu và đổ lỗi bên ngoài.,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Đã từng chông chênh nhưng sau đó hiểu bản thân.,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Em tự ti ngoại hình nên thiếu kỹ năng giao tiếp.,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
Nhận ra mình chưa cố gắng và đổ lỗi cho hoàn cảnh.,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Em rơi nước mắt vì lời chia sẻ quá thật.,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Thiếu kỹ năng đối diện khó khăn nên tiêu cực.,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"""Những video của anh luôn đến đúng lúc em cần, cảm ơn anh rất nhiều.""",1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"""Tự dưng lướt thấy video này, đúng tâm trạng của em, cảm ơn anh.""",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"""Em đọc mà muốn khóc vì thấy mình trong đó, cảm giác vô dụng và mất phương hướng.""",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"""Nghe chia sẻ rất thấm, giúp em nhìn lại bản thân và bớt đổ lỗi.""",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"""Em ghét bản thân vì không giỏi giao tiếp, nhưng đang tập thành thật với cảm xúc của mình.""",0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
Nhờ video em nhận ra sai lầm trước đây và mong được dẫn dắt thêm.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"""Gần thi em khá mơ hồ nhưng cũng tự tin vì đã cố gắng, mong may mắn.""",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Video rất hay và đúng với thực trạng của em và nhiều bạn trẻ.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Nghe xong em thấy buồn và chông chênh nếu một ngày không còn được nghe chia sẻ này.,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"""Em luôn mơ hồ về nỗ lực của mình, cảm thấy tự ti và khó đạt mục tiêu.""",0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
"""12 năm học nhưng chưa cố gắng thật sự, giờ đứng trước lựa chọn thấy bơ vơ.""",0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
Nhờ video em nhận ra cần kết nối với bản thân để tìm lối đi riêng.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
